Gene names (ordered locus ),growth_rate,bio_rep,tech_rep,value,Anabolism/Catabolism,Assigned functional subsystem,Annotation (Uniprot),Automatic classification (RAST),Present in dataset
MMP0050,i,2,,0.638881337,Anabolism,Vitamin/cofactor biosynthesis,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism in plants; <br>Riboflavin synthesis cluster",yes
MMP0050,i,3,,0.536716891,Anabolism,Vitamin/cofactor biosynthesis,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism in plants; <br>Riboflavin synthesis cluster",yes
MMP0050,f,1,,0.655707763,Anabolism,Vitamin/cofactor biosynthesis,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism in plants; <br>Riboflavin synthesis cluster",yes
MMP0050,f,2,,0.627948809,Anabolism,Vitamin/cofactor biosynthesis,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism in plants; <br>Riboflavin synthesis cluster",yes
MMP0050,f,3,,0.6215847,Anabolism,Vitamin/cofactor biosynthesis,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism in plants; <br>Riboflavin synthesis cluster",yes
MMP0050,exp,1,,0.555333938,Anabolism,Vitamin/cofactor biosynthesis,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism in plants; <br>Riboflavin synthesis cluster",yes
MMP0050,exp,2,,0.812738077,Anabolism,Vitamin/cofactor biosynthesis,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism in plants; <br>Riboflavin synthesis cluster",yes
MMP0050,exp,3,,0.74109967,Anabolism,Vitamin/cofactor biosynthesis,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism in plants; <br>Riboflavin synthesis cluster",yes
MMP0051,xs,1,,0.628068602,Anabolism,Amino acid biosynthesis,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),Amino acid biosynthesis,yes
MMP0051,xs,2,,0.721658031,Anabolism,Amino acid biosynthesis,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),Amino acid biosynthesis,yes
MMP0051,xs,3,,0.483738385,Anabolism,Amino acid biosynthesis,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),Amino acid biosynthesis,yes
MMP0051,i,1,,0.238150738,Anabolism,Amino acid biosynthesis,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),Amino acid biosynthesis,yes
MMP0051,i,2,,0.298144624,Anabolism,Amino acid biosynthesis,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),Amino acid biosynthesis,yes
MMP0051,i,3,,0.894528152,Anabolism,Amino acid biosynthesis,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),Amino acid biosynthesis,yes
MMP0051,f,1,,0.468362687,Anabolism,Amino acid biosynthesis,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),Amino acid biosynthesis,yes
MMP0051,f,2,,0.565153928,Anabolism,Amino acid biosynthesis,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),Amino acid biosynthesis,yes
MMP0051,f,3,,0.497267759,Anabolism,Amino acid biosynthesis,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),Amino acid biosynthesis,yes
MMP0051,exp,1,,0.333200363,Anabolism,Amino acid biosynthesis,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),Amino acid biosynthesis,yes
MMP0051,exp,2,,0.507961298,Anabolism,Amino acid biosynthesis,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),Amino acid biosynthesis,yes
MMP0051,exp,3,,1.00357247,Anabolism,Amino acid biosynthesis,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),Amino acid biosynthesis,yes
MMP0052,xs,1,,2.198240108,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0052,xs,2,,8.299067357,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0052,xs,3,,0.829265802,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0052,i,1,,1.222507123,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0052,i,2,,2.15326673,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0052,i,3,,2.683584457,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0052,f,1,,1.442557078,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0052,f,2,,0.251179524,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0052,f,3,,2.486338798,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0052,exp,1,,0.416500453,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0052,exp,2,,1.354563462,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0052,exp,3,,1.124001166,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP0055,xs,3,,1.289969025,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP0056,xs,1,,0.0,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 1 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 1)",Coenzyme F420 synthesis,yes
MMP0056,xs,3,,0.644984513,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 1 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 1)",Coenzyme F420 synthesis,yes
MMP0056,i,1,,0.0,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 1 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 1)",Coenzyme F420 synthesis,yes
MMP0056,i,2,,0.0,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 1 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 1)",Coenzyme F420 synthesis,yes
MMP0056,i,3,,0.0,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 1 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 1)",Coenzyme F420 synthesis,yes
MMP0056,f,1,,0.0,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 1 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 1)",Coenzyme F420 synthesis,yes
MMP0056,exp,1,,0.0,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 1 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 1)",Coenzyme F420 synthesis,yes
MMP0056,exp,2,,1.219107116,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 1 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 1)",Coenzyme F420 synthesis,yes
MMP0056,exp,3,,0.802857976,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 1 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 1)",Coenzyme F420 synthesis,yes
MMP0057,xs,1,,1.256137204,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 2 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 2)",Coenzyme F420 synthesis,yes
MMP0057,xs,2,,0.721658031,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 2 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 2)",Coenzyme F420 synthesis,yes
MMP0057,xs,3,,0.51598761,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 2 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 2)",Coenzyme F420 synthesis,yes
MMP0057,i,1,,0.317534318,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 2 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 2)",Coenzyme F420 synthesis,yes
MMP0057,i,2,,0.248453853,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 2 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 2)",Coenzyme F420 synthesis,yes
MMP0057,i,3,,0.447264076,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 2 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 2)",Coenzyme F420 synthesis,yes
MMP0057,f,1,,0.437138508,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 2 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 2)",Coenzyme F420 synthesis,yes
MMP0057,f,2,,0.502359047,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 2 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 2)",Coenzyme F420 synthesis,yes
MMP0057,f,3,,0.466188525,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 2 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 2)",Coenzyme F420 synthesis,yes
MMP0057,exp,1,,1.666001813,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 2 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 2)",Coenzyme F420 synthesis,yes
MMP0057,exp,2,,1.300380923,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 2 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 2)",Coenzyme F420 synthesis,yes
MMP0057,exp,3,,1.605715952,Anabolism,Vitamin/cofactor biosynthesis,"FO synthase subunit 2 2 (EC 2.5.1.77) (7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 2)",Coenzyme F420 synthesis,yes
MMP0058,xs,1,,1.057381317,Catabolism,Methanogenesis,"5,10-methylenetetrahydromethanopterin reductase (EC 1.5.98.2) (Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase) (Methylene-H(4)MPT reductase)",Methanogenesis,yes
MMP0058,xs,2,,1.107371806,Catabolism,Methanogenesis,"5,10-methylenetetrahydromethanopterin reductase (EC 1.5.98.2) (Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase) (Methylene-H(4)MPT reductase)",Methanogenesis,yes
MMP0058,xs,3,,1.449006302,Catabolism,Methanogenesis,"5,10-methylenetetrahydromethanopterin reductase (EC 1.5.98.2) (Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase) (Methylene-H(4)MPT reductase)",Methanogenesis,yes
MMP0058,i,1,,1.226035282,Catabolism,Methanogenesis,"5,10-methylenetetrahydromethanopterin reductase (EC 1.5.98.2) (Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase) (Methylene-H(4)MPT reductase)",Methanogenesis,yes
MMP0058,i,2,,1.197466113,Catabolism,Methanogenesis,"5,10-methylenetetrahydromethanopterin reductase (EC 1.5.98.2) (Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase) (Methylene-H(4)MPT reductase)",Methanogenesis,yes
MMP0058,i,3,,1.301131857,Catabolism,Methanogenesis,"5,10-methylenetetrahydromethanopterin reductase (EC 1.5.98.2) (Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase) (Methylene-H(4)MPT reductase)",Methanogenesis,yes
MMP0058,f,1,,0.948254302,Catabolism,Methanogenesis,"5,10-methylenetetrahydromethanopterin reductase (EC 1.5.98.2) (Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase) (Methylene-H(4)MPT reductase)",Methanogenesis,yes
MMP0058,f,2,,1.099425128,Catabolism,Methanogenesis,"5,10-methylenetetrahydromethanopterin reductase (EC 1.5.98.2) (Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase) (Methylene-H(4)MPT reductase)",Methanogenesis,yes
MMP0058,f,3,,0.771622386,Catabolism,Methanogenesis,"5,10-methylenetetrahydromethanopterin reductase (EC 1.5.98.2) (Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase) (Methylene-H(4)MPT reductase)",Methanogenesis,yes
MMP0058,exp,1,,0.774544703,Catabolism,Methanogenesis,"5,10-methylenetetrahydromethanopterin reductase (EC 1.5.98.2) (Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase) (Methylene-H(4)MPT reductase)",Methanogenesis,yes
MMP0058,exp,2,,0.705169802,Catabolism,Methanogenesis,"5,10-methylenetetrahydromethanopterin reductase (EC 1.5.98.2) (Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase) (Methylene-H(4)MPT reductase)",Methanogenesis,yes
MMP0058,exp,3,,0.7689344,Catabolism,Methanogenesis,"5,10-methylenetetrahydromethanopterin reductase (EC 1.5.98.2) (Coenzyme F420-dependent N(5),N(10)-methylenetetrahydromethanopterin reductase) (Methylene-H(4)MPT reductase)",Methanogenesis,yes
MMP0059,xs,1,,1.256137204,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0059,xs,2,,3.24746114,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0059,xs,3,,1.934953538,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0059,i,1,,0.92614176,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0059,i,2,,1.242269267,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0059,i,3,,0.447264076,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0059,f,1,,1.147488585,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0059,f,2,,0.602830857,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0059,f,3,,0.621584699,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0059,exp,1,,1.041251133,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0059,exp,2,,0.650190462,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0059,exp,3,,0.602143482,Other,Other/unassigned,Conserved hypothetical archaeal protein,- none -,yes
MMP0060,xs,1,,0.549560027,Anabolism,Ribosome,50S ribosomal protein L18Ae (50S ribosomal protein L20e) (50S ribosomal protein LX),Ribosome,yes
MMP0060,xs,2,,0.216497409,Anabolism,Ribosome,50S ribosomal protein L18Ae (50S ribosomal protein L20e) (50S ribosomal protein LX),Ribosome,yes
MMP0060,xs,3,,0.322492256,Anabolism,Ribosome,50S ribosomal protein L18Ae (50S ribosomal protein L20e) (50S ribosomal protein LX),Ribosome,yes
MMP0060,i,1,,0.69460632,Anabolism,Ribosome,50S ribosomal protein L18Ae (50S ribosomal protein L20e) (50S ribosomal protein LX),Ribosome,yes
MMP0060,i,2,,0.496907707,Anabolism,Ribosome,50S ribosomal protein L18Ae (50S ribosomal protein L20e) (50S ribosomal protein LX),Ribosome,yes
MMP0060,i,3,,0.447264076,Anabolism,Ribosome,50S ribosomal protein L18Ae (50S ribosomal protein L20e) (50S ribosomal protein LX),Ribosome,yes
MMP0060,f,1,,1.748554033,Anabolism,Ribosome,50S ribosomal protein L18Ae (50S ribosomal protein L20e) (50S ribosomal protein LX),Ribosome,yes
MMP0060,f,2,,1.318692498,Anabolism,Ribosome,50S ribosomal protein L18Ae (50S ribosomal protein L20e) (50S ribosomal protein LX),Ribosome,yes
MMP0060,f,3,,0.6215847,Anabolism,Ribosome,50S ribosomal protein L18Ae (50S ribosomal protein L20e) (50S ribosomal protein LX),Ribosome,yes
MMP0060,exp,1,,1.166201269,Anabolism,Ribosome,50S ribosomal protein L18Ae (50S ribosomal protein L20e) (50S ribosomal protein LX),Ribosome,yes
MMP0060,exp,2,,0.914330337,Anabolism,Ribosome,50S ribosomal protein L18Ae (50S ribosomal protein L20e) (50S ribosomal protein LX),Ribosome,yes
MMP0060,exp,3,,1.284572762,Anabolism,Ribosome,50S ribosomal protein L18Ae (50S ribosomal protein L20e) (50S ribosomal protein LX),Ribosome,yes
MMP0061,xs,1,,3.768411613,Anabolism,Translation,Translation initiation factor 6 (aIF-6),Translation initiation factors eukaryotic and archaeal,yes
MMP0061,xs,3,,0.644984513,Anabolism,Translation,Translation initiation factor 6 (aIF-6),Translation initiation factors eukaryotic and archaeal,yes
MMP0061,i,1,,0.277842528,Anabolism,Translation,Translation initiation factor 6 (aIF-6),Translation initiation factors eukaryotic and archaeal,yes
MMP0061,i,2,,1.490723121,Anabolism,Translation,Translation initiation factor 6 (aIF-6),Translation initiation factors eukaryotic and archaeal,yes
MMP0061,i,3,,0.894528152,Anabolism,Translation,Translation initiation factor 6 (aIF-6),Translation initiation factors eukaryotic and archaeal,yes
MMP0061,f,1,,0.655707762,Anabolism,Translation,Translation initiation factor 6 (aIF-6),Translation initiation factors eukaryotic and archaeal,yes
MMP0061,f,2,,0.0,Anabolism,Translation,Translation initiation factor 6 (aIF-6),Translation initiation factors eukaryotic and archaeal,yes
MMP0061,f,3,,0.0,Anabolism,Translation,Translation initiation factor 6 (aIF-6),Translation initiation factors eukaryotic and archaeal,yes
MMP0061,exp,1,,1.666001813,Anabolism,Translation,Translation initiation factor 6 (aIF-6),Translation initiation factors eukaryotic and archaeal,yes
MMP0061,exp,3,,1.070477301,Anabolism,Translation,Translation initiation factor 6 (aIF-6),Translation initiation factors eukaryotic and archaeal,yes
MMP0063,xs,1,,7.536823226,Anabolism,Amino acid biosynthesis,Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK),Amino acid biosynthesis,yes
MMP0063,xs,2,,2.886632124,Anabolism,Amino acid biosynthesis,Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK),Amino acid biosynthesis,yes
MMP0063,exp,3,,0.602143482,Anabolism,Amino acid biosynthesis,Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK),Amino acid biosynthesis,yes
MMP0064,xs,1,,1.256137204,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0064,xs,2,,2.525803109,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0064,xs,3,,2.579938051,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0064,i,1,,4.445480446,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0064,i,3,,1.789056304,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0064,f,3,,1.243169399,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0064,exp,2,,0.406369039,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0065,xs,3,,0.644984512,Other,Transport,Ammonium transporter,- none -,yes
MMP0065,f,1,,0.0,Other,Transport,Ammonium transporter,- none -,yes
MMP0065,f,2,,0.75353857,Other,Transport,Ammonium transporter,- none -,yes
MMP0065,f,3,,0.0,Other,Transport,Ammonium transporter,- none -,yes
MMP0065,exp,2,,0.0,Other,Transport,Ammonium transporter,- none -,yes
MMP0066,xs,1,,1.020611479,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0066,xs,2,,0.773205033,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0066,xs,3,,0.886853705,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0066,i,1,,0.833527584,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0066,i,2,,1.192578497,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0066,i,3,,0.969072165,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0066,f,1,,1.202130898,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0066,f,2,,1.076483672,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0066,f,3,,1.367486339,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0066,exp,1,,0.62475068,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0066,exp,2,,1.137833308,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0066,exp,3,,0.602143482,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0067,xs,1,,0.628068602,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0067,xs,3,,0.0,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0067,i,2,,0.0,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0067,exp,2,,0.812738077,Anabolism,Other/unassigned,Nitrogen regulatory protein P-II,Ammonia assimilation,yes
MMP0068,f,2,,0.0,Other,Transport,Ammonia transporter,- none -,yes
MMP0068,exp,2,,0.0,Other,Transport,Ammonia transporter,- none -,yes
MMP0072,i,3,,0.0,Other,Other/unassigned,Conserved archaeal protein,- none -,yes
MMP0072,exp,2,,1.625476155,Other,Other/unassigned,Conserved archaeal protein,- none -,yes
