Gene names (ordered locus ),growth_rate,bio_rep,tech_rep,value,Anabolism/Catabolism,Assigned functional subsystem,Annotation (Uniprot),Automatic classification (RAST),Present in dataset
MMP1496,xs,1.0,2,0.286,Anabolism,tRNA processing,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),tRNA processing,yes
MMP1496,xs,1.0,3,0.447,Anabolism,tRNA processing,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),tRNA processing,yes
MMP1496,xs,2.0,2,0.342,Anabolism,tRNA processing,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),tRNA processing,yes
MMP1496,xs,3.0,1,1.536,Anabolism,tRNA processing,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),tRNA processing,yes
MMP1496,xs,3.0,2,2.452,Anabolism,tRNA processing,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),tRNA processing,yes
MMP1496,xs,3.0,3,0.854,Anabolism,tRNA processing,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),tRNA processing,yes
MMP1498,exp,,3,0.325,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,f,1.0,1,0.409,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,f,1.0,2,0.353,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,f,2.0,2,6.553,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,f,3.0,2,0.132,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,f,3.0,3,0.124,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,m,2.0,3,0.743,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,m,3.0,1,0.268,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,m,3.0,3,0.176,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,s,1.0,2,0.532,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,s,1.0,3,0.263,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,s,3.0,1,0.41,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,s,3.0,2,0.425,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,s,3.0,3,0.376,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,xs,1.0,1,0.369,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1498,xs,2.0,1,0.243,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1500,exp,,1,0.763,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,exp,,2,0.806,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,exp,,3,0.794,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,f,1.0,1,0.979,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,f,1.0,2,0.927,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,f,1.0,3,1.143,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,f,2.0,1,1.034,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,f,2.0,2,1.023,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,f,2.0,3,1.12,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,f,3.0,1,0.758,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,f,3.0,2,1.146,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,f,3.0,3,1.067,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,m,1.0,1,0.977,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,m,1.0,2,1.024,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,m,1.0,3,1.008,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,m,2.0,1,1.318,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,m,2.0,2,1.232,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,m,2.0,3,1.122,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,m,3.0,1,0.925,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,m,3.0,2,1.065,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,m,3.0,3,0.95,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,s,1.0,1,1.097,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,s,1.0,2,1.224,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,s,1.0,3,1.294,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,s,2.0,1,1.029,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,s,2.0,2,1.077,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,s,2.0,3,1.112,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,s,3.0,1,1.069,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,s,3.0,2,1.036,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,s,3.0,3,0.957,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,xs,1.0,1,1.287,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,xs,1.0,2,1.199,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,xs,1.0,3,1.025,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,xs,2.0,1,1.375,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,xs,2.0,2,1.447,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,xs,2.0,3,1.419,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,xs,3.0,1,0.828,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,xs,3.0,2,0.271,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1500,xs,3.0,3,0.741,Anabolism,DNA metabolism/cell division,Cell division protein FtsZ,Bacterial Cell Division,yes
MMP1502,exp,,1,0.733,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,exp,,2,0.871,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,exp,,3,0.923,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,f,1.0,1,0.56,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,f,1.0,2,0.592,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,f,2.0,1,0.661,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,f,2.0,2,1.062,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,f,2.0,3,1.031,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,f,3.0,1,0.241,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,f,3.0,2,0.504,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,f,3.0,3,0.694,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,m,1.0,2,0.479,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,m,2.0,1,0.92,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,m,2.0,2,0.987,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,m,2.0,3,0.735,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,m,3.0,1,0.78,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,m,3.0,2,0.459,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,m,3.0,3,0.79,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,s,1.0,1,1.288,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,s,1.0,2,1.081,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,s,1.0,3,1.245,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,s,2.0,1,1.142,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,s,2.0,2,1.111,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,s,2.0,3,1.131,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,s,3.0,1,0.761,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,s,3.0,2,0.882,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,s,3.0,3,0.709,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,xs,1.0,1,0.196,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,xs,1.0,2,0.171,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,xs,1.0,3,0.224,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,xs,2.0,1,0.686,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,xs,2.0,2,0.54,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,xs,2.0,3,0.485,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,xs,3.0,1,1.78,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,xs,3.0,2,3.841,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1502,xs,3.0,3,1.685,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,exp,,1,6.826,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,exp,,2,3.764,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,exp,,3,0.937,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,f,1.0,1,0.771,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,f,1.0,2,0.937,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,f,1.0,3,0.745,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,f,2.0,1,0.838,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,f,2.0,2,0.741,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,f,2.0,3,1.106,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,f,3.0,1,0.65,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,f,3.0,2,0.705,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,f,3.0,3,0.619,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,m,1.0,1,1.402,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,m,1.0,2,0.692,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,m,1.0,3,0.535,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,m,2.0,1,0.855,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,m,2.0,2,1.89,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,m,2.0,3,0.915,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,m,3.0,1,3.098,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,m,3.0,2,0.812,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,m,3.0,3,0.767,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,s,1.0,1,1.414,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,s,1.0,2,1.239,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,s,1.0,3,1.256,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,s,2.0,1,1.231,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,s,2.0,2,1.192,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,s,2.0,3,1.268,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,s,3.0,1,0.868,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,s,3.0,2,0.802,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,s,3.0,3,0.661,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,xs,1.0,1,0.844,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,xs,1.0,2,0.873,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,xs,1.0,3,0.8,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,xs,2.0,1,3.343,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,xs,2.0,2,1.21,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,xs,2.0,3,1.195,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,xs,3.0,1,1.235,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,xs,3.0,2,1.609,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1503,xs,3.0,3,1.825,Other,Other/unassigned,"Conserved archaeal protein, pyruvate oxidoreductase-associated",Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,exp,,1,0.866,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,exp,,2,0.582,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,exp,,3,0.911,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,f,1.0,1,0.664,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,f,1.0,2,0.695,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,f,1.0,3,0.682,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,f,2.0,1,0.655,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,f,2.0,2,0.668,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,f,2.0,3,0.655,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,f,3.0,1,0.495,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,f,3.0,2,0.495,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,f,3.0,3,0.678,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,m,1.0,1,0.468,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,m,1.0,2,0.413,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,m,1.0,3,0.461,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,m,2.0,1,0.802,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,m,2.0,2,0.833,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,m,2.0,3,0.787,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,m,3.0,1,0.785,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,m,3.0,2,0.421,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,m,3.0,3,0.838,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,s,1.0,1,0.855,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,s,1.0,2,0.889,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,s,1.0,3,0.833,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,s,2.0,1,0.75,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,s,2.0,2,0.711,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,s,2.0,3,0.812,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,s,3.0,1,0.634,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,s,3.0,2,0.525,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,s,3.0,3,0.512,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,xs,1.0,1,0.751,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,xs,1.0,2,0.551,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,xs,1.0,3,0.606,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,xs,2.0,1,0.554,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,xs,2.0,2,0.541,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,xs,2.0,3,0.581,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,xs,3.0,1,1.122,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,xs,3.0,2,0.886,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1504,xs,3.0,3,0.923,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit beta (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1505,exp,,1,0.793,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit alpha (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1505,exp,,2,0.792,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit alpha (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1505,exp,,3,0.978,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit alpha (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1505,f,1.0,1,0.684,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit alpha (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1505,f,1.0,2,0.686,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit alpha (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
MMP1505,f,1.0,3,0.68,Other,Other/unassigned,Pyruvate oxidoreductase (Synthase) subunit alpha (EC 1.2.7.1),Pyruvate:ferredoxin oxidoreductase,yes
